;1COV GY;A2A IM;AAK SS;AAL LN;AALB NA;ABBN SE;ABF LN;ABI BB;ABN NA;AC FP;ACA FP;ACKB BB;ACS SQ;AD NA;ADEN SE;ADM LN;ADP FP;ADS GY;ADYEN NA;AED BB;AENA SQ;AF FP;AFX GY;AGK LN;AGN NA;AGS BB;AHT LN;AI FP;AIBG ID;AIR FP;AKE FP;AKERBP NO;AKZA NA;ALC SE;ALFA SS;ALLN SE;ALO FP;ALT FP;ALV GY;AM FP;AMBUB DC;AMP IM;AMS SE;AMS SQ;AMUN FP;ANDR AV;ANTO LN;AOX GY;ARGX BB;ASHM LN;ASM NA;ASML NA;ASRNL NA;ASSAB SS;AT1 GY;ATC NA;ATCOA SS;ATE FP;ATL IM;ATO FP;AUTO LN;AV/ LN;AVST LN;AVV LN;AZN LN;B4B GY;BA/ LN;BAER SE;BALDB SS;BALN SE;BAMI IM;BARC LN;BARN SE;BAS GY;BATS LN;BAYN GY;BBOX LN;BBVA SQ;BC8 GY;BDEV LN;BEAN SE;BEI GY;BEZ LN;BHP LN;BIM FP;BIRG ID;BKG LN;BKIA SQ;BKT SQ;BLND LN;BME LN;BME SQ;BMW GY;BN FP;BNP FP;BNR GY;BNZL LN;BOL FP;BOL SS;BOSS GY;BP/ LN;BRBY LN;BT/A LN;BVI FP;BVIC LN;BWY LN;CA FP;CABK SQ;CAP FP;CARLB DC;CAST SS;CBG LN;CBK GY;CCH LN;CCL LN;CDI FP;CDR PW;CFR SE;CHR DC;CINE LN;CLN SE;CLNX SQ;CMBN SE;CNA LN;CNHI IM;CNP FP;CO FP;COB LN;COFB BB;COL SQ;COLOB DC;COLR BB;CON GY;COV FP;CPG LN;CPI LN;CPR IM;CRDA LN;CRH ID;CS FP;CSGN SE;CTEC LN;DAI GY;DANSKE DC;DB1 GY;DBK GY;DCC LN;DEC FP;DEMANT DC;DG FP;DGE LN;DHER GY;DIA IM;DIM FP;DLG GY;DLG LN;DLN LN;DNB NO;DOM SS;DPH LN;DPW GY;DSM NA;DSV DC;DSY FP;DTE GY;DUFN SE;DWNI GY;EBS AV;ECM LN;EDEN FP;EDF FP;EDP PL;EKTAB SS;EL FP;ELE SQ;ELI BB;ELIS FP;ELISA FH;ELUXB SS;EMG LN;EMSN SE;EN FP;ENEL IM;ENG SQ;ENGI FP;ENI IM;ENX FP;EO FP;EOAN GY;EPIA SS;EQNR NO;EQT SS;ERF FP;ERICB SS;ESSITYB SS;ETL FP;EVD GY;EVK GY;EVO SS;EVR LN;EVT GY;EXO IM;EXPN LN;EZJ LN;FABG SS;FBK IM;FCA IM;FER SQ;FERG LN;FGR FP;FHZN SE;FI/N SE;FLTR ID;FME GY;FNTN GY;FORTUM FH;FP FP;FPE3 GY;FR FP;FRA GY;FRE GY;FTI FP;G IM;G1A GY;G24 GY;GALE SE;GALP PL;GBLB BB;GEBN SE;GET FP;GETIB SS;GFC FP;GFS LN;GIVN SE;GJF NO;GLB ID;GLE FP;GLEN LN;GLJ GY;GLPG NA;GMAB DC;GN DC;GPOR LN;GRF SQ;GRG LN;GSK LN;GVC LN;GYC GY;HAS LN;HEI GY;HEIA NA;HEIO NA;HELN SE;HEN3 GY;HER IM;HEXAB SS;HFG GY;HIK LN;HL/ LN;HLE GY;HLMA LN;HMB SS;HMSO LN;HNR1 GY;HO FP;HOLMB SS;HOT GY;HPOLB SS;HSBA LN;HSV LN;HSX LN;HUH1V FH;HUSQB SS;HWDN LN;IAG LN;IBE SQ;ICA SS;ICAD FP;ICP LN;IFX GY;IG IM;IGG LN;IHG LN;IIA AV;III LN;ILD FP;IMB LN;IMCD NA;IMI LN;INCH LN;INDT SS;INDUA SS;INF LN;ING FP;INGA NA;INVEB SS;INVP LN;IP IM;IPN FP;ISP IM;ISS DC;ITRK LN;ITV LN;ITX SQ;IWG LN;JD/ LN;JE/ LN;JMAT LN;JMT PL;JUP LN;KBC BB;KBX GY;KER FP;KESKOB FH;KGF LN;KGH PW;KGX GY;KINVB SS;KN FP;KNEBV FH;KNIN SE;KOJAMO FH;KPN NA;KSP ID;KYG ID;LAND LN;LDO IM;LEG GY;LGEN LN;LHA GY;LHN SE;LI FP;LIGHT NA;LIN GY;LISN SE;LLOY LN;LOGN SE;LONN SE;LOOMB SS;LPP PW;LR FP;LSE LN;LUN DC;LUNDB SS;LUPE SS;LXS GY;MAERSKB DC;MAP SQ;MB IM;MC FP;MCRO LN;METSO FH;MF FP;MGGT LN;MKS LN;ML FP;MMB FP;MNDI LN;MNG LN;MONC IM;MONY LN;MOR GY;MOWI NO;MRK GY;MRL SQ;MRO LN;MRW LN;MT NA;MTX GY;MUV2 GY;NDA SS;NEM GY;NESN SE;NESTE FH;NETW LN;NEXI IM;NG/ LN;NHY NO;NIBEB SS;NMC LN;NN NA;NOKIA FH;NOVN SE;NOVOB DC;NTGY SQ;NXT LN;NZYMB DC;O2D GY;OCDO LN;OERL SE;OMU LN;OMV AV;OR FP;ORA FP;ORK NO;ORNBV FH;ORP FP;ORSTED DC;OSR GY;PAH3 GY;PARG SE;PEO PW;PGHN SE;PHIA NA;PHNX LN;PIRC IM;PKN PW;PKO PW;PNDORA DC;PNN LN;POLY LN;PROX BB;PRU LN;PRX NA;PRY IM;PSM GY;PSN LN;PSON LN;PSPN SE;PST IM;PUB FP;PUM GY;PZU PW;QIA GY;QLT LN;RACE IM;RAND NA;RB/ LN;RBI AV;RBREW DC;RBS LN;RCO FP;RDSA NA;REC IM;REE SQ;REL LN;REP SQ;RF FP;RHM GY;RI FP;RIO LN;RMG LN;RMS FP;RMV LN;RNO FP;ROG SE;ROR LN;RR/ LN;RSA LN;RTO LN;RUI FP;RWE GY;RXL FP;RYA ID;SAABB SS;SAB SQ;SAF FP;SALM NO;SAMPO FH;SAN FP;SAN SQ;SAND SS;SAP GY;SBMO NA;SBRY LN;SCAB SS;SCHA NO;SCHP SE;SCMN SE;SCR FP;SDF GY;SDR LN;SEBA SS;SECUB SS;SESG FP;SEV FP;SGE LN;SGO FP;SGRE SQ;SGRO LN;SGSN SE;SHBA SS;SHL GY;SIE GY;SIG LN;SIGN SE;SIKA SE;SIM DC;SK FP;SKAB SS;SKFB SS;SKG ID;SLA LN;SLHN SE;SMDS LN;SMIN LN;SMWH LN;SN/ LN;SOBI SS;SOF BB;SOLB BB;SOON SE;SOP FP;SPIE FP;SPL PW;SPM IM;SPSN SE;SPX LN;SRCG SE;SREN SE;SRG IM;SRT3 GY;SSE LN;SSPG LN;STAN LN;STB NO;STERV FH;STJ LN;STM IM;STMN SE;SU FP;SUBC NO;SVT LN;SW FP;SWEDA SS;SWMA SS;SXS LN;SY1 GY;TATE LN;TCAP LN;TECN SE;TEF SQ;TEG GY;TEL NO;TEL2B SS;TELIA SS;TEMN SE;TEN IM;TEP FP;TGS NO;TIT IM;TKA GY;TKWY NA;TLW LN;TNET BB;TOM NO;TOP DC;TPK LN;TRELB SS;TRN IM;TRYG DC;TSCO LN;TUI LN;TW/ LN;TYRES FH;UBI FP;UBI IM;UBSG SE;UCB BB;UCG IM;UDG LN;UG FP;UHR SE;ULVR LN;UMI BB;UN01 GY;UNA NA;UPM FH;URW NA;UTDI GY;UTG LN;UU/ LN;VACN SE;VALMT FH;VCT LN;VER AV;VIE FP;VIFN SE;VIV FP;VMUK LN;VNA GY;VOD LN;VOE AV;VOLVB SS;VOW3 GY;VPK NA;VWS DC;WDI GY;WDP BB;WEIR LN;WG/ LN;WIE AV;WKL NA;WLN FP;WPP LN;WRT1V FH;WTB LN;YAR NO;ZAL GY;ZURN SE
2019-05-31;39.23;1.4595;163.9;1840.544;29.51;18.375;2422.463;71.81;18.259;33.04;10.23;134.78;35.4935;19.8488;53.98;1999.993;149.6351;256.2;720.8;82.0679;164.9;7.736;84.25;765.191;3.9254;43.68;1834.832;101.3636;3.682;114.86;75.12;227.902;75.1491;58.23;194.95;163.6;35.5896;10.3818;198.86;1117;103.489;19.86;33.24;67.7293;58.1;32.2;774.829;13.99;110.8;460.412;51.8546;168.559;33.213;185.2;7.3477;2.757;253.504;89.9415;22.46;68.22;591.76;394.24;305.996;3658.335;5772.357;14.11;444.743;39.67;308.2;166.6;1.673;146.303;1943.1242;59.06;2621.511;52.82;144.973;4.7623;100.6;524.304;5250;103.05;556.017;1721.479;72.7976;4.802;3477.879;2.264;6.275;512.317;345.091;22.7039;62.02;71.4;40.875;40.437;2099.047;3.981;216.3;52.1;522.857;1656.405;178.261;21.11;869.93;2662.122;16.3898;2.758;98.36;880.6;177.5271;1329.428;6.302;2638.097;3817.708;400.761;207.8;71.8722;681.717;261.608;18.245;29.3686;89.9;91.457;7.798;19.19;34.07;99.506;113;9.7102;701.959;64.826;121.8;93.9;1778.142;112.15;8.745;5027.643;27.8086;22.08;11.39;138.447;46.435;110;123.75;6.087;6599.347;25;223.9;87.7775;3283.702;38.55;91.55;124.1;28.5;309.075;3194.695;148.4;86.54;2704.431;26.38;100.1064;597.4;132.85;15.11;82.02;41.24;31.75;593.368;40.9;12.3581;3.259;122.518;103.15;21.0241;61.5237;15;39.92;202.621;142.628;580.6846;31.33;5.446;22.8709;12.45;13.1787;63.7;33.07;9.349;87.5821;162.843;#N/A N/A;404.265;91.48;278.5;14.5436;40.16;23.52;180.6;555.644;21.65;55.8216;2351.37;871.2;142.45;9.276;11.438;21.0651;5035.401;85.58;169;849;63.0892;65.28;17.37;19.13;44.7858;34.94;23.68;70.5;45.41;18.575;15.715;24.48;43.931;48.24;13.159;83.46;441.9;13.81;128.75;125.3252;205.057;2651;170.45;14.7554;22.46;246.061;85.5;102.2;1147.5;314.8;714.83;22.6938;2124.98;1493.012;581.526;22.145;139.951;66.56;93.4;87.9837;123.2;81.78;3.1574;441.3;9.2;1571.175;2230.172;38.262;1801.852;138.443;257.595;134.2;97.877;184.3;106.6;68.85;627.594;1183.91;1624.331;34.08;77.6946;498.978;399.46;7.9773;378.3;73.8892;1267.621;16.084;5.668;521.304;5072.305;22.77;1014.23;102.5055;1809.384;73.05;892.034;577.649;277;195.8;769.583;70.5537;9.4435;407.06;437.679;26.16;106.9;1.8338;188.15;5262.471;105.225;23.6787;336.357;615.066;602;3007.463;13.625;359.641;57.9812;96.795;463.2;46.073;203.044;95;48.84;187.8332;4.109;48.81;133.15;12.06;2.69409;46.5138;103.2748;794.991;9.942;106.9;251.088;17.05;48.07;29.4373;23.96;160.857;75000;55.984;35.938;308.4;307.2;7274.7122;58.8;5268.607;268.4;312;249.891;44.87;7180;2.4822;7.9068;336.72;1834.053;28.443;114;486.289;220.327;102.95;21.8;1613.592;#N/A N/A;33;362.924;86.45;198.329;86.46;11.7312;162.61;193.02;13.26;193.6;216.1;66.99;45.767;99.55;29.8581;556;8.7;778.56;30.62;119.55;2235.46;33.1974;4.4358;86.1;311.947;24.7148;5597.902;314.6;2.511;1194.5;10.95;111.646;42.09;240.4;13.3702;75.76;29.28;100.774;532.8;26.71;53.659;74.15;99.8165;703;35.45;647.962;5.106;93.2691;38.0453;240.819;705.834;838.477;25.4687;1336.945;#N/A N/A;14.5769;13.446;1861.299;781.196;112.2;8.1822;46.7106;52.05;38.5436;34.16;130.463;127.6;45.0724;6273.558;19.911;476;198.624;120.626;26.9687;36.5314;18.0624;1829.673;13.5386;62.65;95.3;154.8218;4349.264;183.177;591.812;575.591;50.5134;263.1;285.328;854.556;544.663;373.722;43.2302;22.36;9.2887;10.01;270;0.9784;117.7;376.489;38.1888;72.24;3.8524;146.55;110.42;15.835;189.202;72.62;231;211.2;479.6;36.83;15.195;2881.536;84.26;157.25;13.52;11.975;747;31.1306;13.95;691.748;2535;93.52;34.85;101.44;257.578;10.3;148.9;652;146.3;155.5;147.5;24.5407;259.489;455.7;305.922;1412.074;1915.257;1653.5;169.1;173.2;84.08;220.2943;100.0644;15.2576;365.2;3.833;81.6;8324.8;69.55;95;4.3764;170;1015.364;664.174;680.69;63.36;9.462;1025.703;13.5729;824.4;70.8;97.34;1903.12;103;135.9;429.2;2458.316;83.86;693.429;270.004;240.2;6.7797;21;176.098;123.696;38.6625;174.4;10.4247;172;214.745;0.4398;11.335;79.2;198.183;47.5533;263.2;359;1216.668;126.4;5.2497;205.87;223.76;730;150.978;25.59;73.36;2.289;11.55;68.48;10.188;703.486;19.97;251.7;4763.476;26.3312;25.11;52.9513;22.42;129.865;32.05;940.327;759.146;108.15;20.66;1973.967;44.8;20.71;138.4;24.13;183;46.96;122.826;22.359;132.75;139.5;36.7;548;139.918;19.8857;1451.797;381.211;19.32;62.1602;53.9;885.225;12.7728;4594.033;375.9;35.54;324.8
2019-06-03;39.29;1.4705;164.95;1864.437;29.89;18.425;2453.872;72.21;18.196;32.69;10.17;134.1;35.3684;19.7798;53.96;2003.873;151.2955;259.2;704;81.3707;166.95;7.71;84.6;767.365;3.8622;43.3;1822.043;102.5909;3.664;117.16;76.68;227.612;76.2138;58.72;196.45;163.8;35.3198;10.5243;199.16;1121;99.901;19.93;32.47;67.5312;57.15;31.3;780.768;14.16;110.8;456.513;51.4784;168.658;32.714;187.4;7.5081;2.708;255.981;90.882;22.39;68.06;572.015;392.778;309.165;3717.723;5882.203;14.395;454.672;39.11;299;165.7;1.647;146.441;1923.3669;59.15;2628.16;53.88;144.581;4.7569;101;519.418;5270;104.4;549.564;1734.405;72.3;4.744;3419.185;2.21;6.1781;507.136;343.916;21.8344;61.64;72.96;40.815;41.137;2110.957;3.989;217.25;52.16;526.632;1661.291;179.218;21.05;886.55;2631.043;16.4676;2.709;97.0433;878;175.5573;1327.495;6.234;2635.322;3805.992;399.455;203;72.2426;704.187;255.516;18.2;29.1445;89.8;92.044;7.864;19.25;33.86;99.745;113.4;9.7004;715.356;65.4107;122.28;93.55;1794.528;106.85;8.74;5072.267;27.7987;21.8;11.28;137.901;46.655;109.6;123.35;5.975;6611.256;25.48;223.7;88.2538;3319.744;38.65;95.3;127.2;27.91;308.196;3149;149.75;85.58;2682.621;26.475;102.3409;587.4;133.5;15.224;80.94;41.279;32.24;583.996;41.25;12.5008;3.273;127.334;105;21.1183;62.215;15.12;40.15;210.674;139.8;586.4914;31.14;5.489;22.8989;12.515;13.4116;62.3;33.12;9.416;88.6316;165.562;#N/A N/A;387.189;91.24;279.5;14.3869;39.9;23.67;182;569.44;21.73;55.2259;2365.161;854.8;142.75;9.152;11.374;20.8386;4984.301;84.88;169.8;850.5;62.6138;65.6;17.14;19.245;44.853;34.88;23.76;71.1;45.91;18.6442;15.68;24.36;44.306;48.7;13.0516;83.44;445;13.84;130;127.0876;205.057;2658;170.85;14.9434;22.395;248.09;83.85;102.6;1168;315.4;714.83;23.1283;2107.386;1514.718;568.525;22.434;137.593;66.74;94.5723;88.927;120.9;81.88;3.1632;449.2;9.02;1592.555;2192.773;38.022;1818.72;140.12;257.214;135.2;98.731;183.4;105.7;68.95;629.345;1181.947;1608.445;34;77.7534;496.594;397.689;8.0847;381.8;73.4034;1236.75;14.79;5.736;515.207;5006.728;22.5;1000.719;99.3843;1767.811;73.2;901.88;577.156;277.4;197.6;762.052;71.2831;9.3529;412.616;435.496;26.36;111;1.826;191.65;5298.243;103.165;24.0528;332.974;621.647;600;3026.904;13.72;352.996;58.2176;94.094;463.8;46.318;204.468;96.1;49.51;187.2123;3.943;49.1;132.05;11.86;2.70885;47.0322;103.175;796.718;10.175;108;249.718;17.105;48;29.389;24.19;162.84;75600;55.778;35.584;320.3;311;7165.6163;59.46;5286.555;260.8;310.2;250.181;44.66;6922;2.4633;7.8609;338.61;1800.372;28.6984;114.9;489.064;222.186;101.85;22.28;1622.447;#N/A N/A;33.13;369.072;84.85;205.754;88.28;11.6819;161.519;193.559;13.318;195.25;217.1;67.71;45.633;101.44;29.789;557;8.796;779.935;31.25;119.1;2332.697;33.3535;4.4125;87.47;321.413;24.9181;5574.586;320.1;2.481;1171.5;10.94;110.981;41.93;241.5;13.475;76.24;29.52;101.5652;537.6;26.2;53.486;74.15;100.9908;698;35.69;642.072;5.112;93.0957;38.2196;233.254;706.604;849.328;25.2234;1317.029;#N/A N/A;14.9235;13.271;1845.212;785.167;112.2;8.1992;46.9781;52.15;38.7018;34.27;129.97;127.35;44.4188;6236.003;19.748;466;197.23;120.5279;26.9735;37.0448;18.162;1840.1;13.562;62.55;95.62;155.9992;4405.35;173.625;594.598;565.245;50.8226;264.2;291.382;861.909;538.158;372.027;42.9593;22.24;9.2503;10.06;270.9;0.9784;119.05;393.337;38.0903;73.75;3.8407;146.65;111.22;15.88;189.107;73.74;237.2;211;483.7;36.77;15.285;2807.498;84.26;159.15;13.405;12.125;750.8;31.3803;14.235;692.343;2546;92.82;35.87;102.42;257.38;10.28;150.3;637;147.2;154.3;149;24.7386;253.373;455.9;305.534;1417.466;1907.448;1667.412;166.5;172;84.46;221.9729;99.1806;15.1189;362.2;3.92;81.85;8369.611;71.4;95.18;4.4163;173;1018.659;662.191;668.4;63.16;9.604;1008.06;13.6522;827.4;71.86;99.56;1895.947;102.9;135.1;413.1;2497.934;84.78;696.885;265.481;238;6.7958;21;176.636;122.894;38.8182;174.15;10.7211;171.5;221.012;0.4383;11.61;79;200.115;47.297;265;360.8;1234.444;127.05;5.3227;206.46;222.476;698;149.79;25.58;73.48;2.286;11.38;69.2;10.136;702.992;19.98;251.8;4781.203;26.1438;25.46;53.5419;22.43;129.241;31.67;932.404;758.575;107.85;21;1992.842;45.58;20.94;137.85;24.41;177.25;47.55;123.338;22.684;133.75;140.06;36.39;544.8;145.011;20;1433.033;379.944;19.15;62.3391;54.6;903.659;12.8265;4611.893;387;35.58;325.5
2019-06-04;41.18;1.47;164;1879.783;30.5;18.75;2464.669;73.48;18.794;32.84;10.52;135.4;35.8301;19.6723;54.78;2012.602;151.2955;258;690;81.1715;166.5;7.994;83.8;770.527;4.0174;44.1;1866.315;103.9091;3.744;118.48;79.02;226.263;76.6218;58.51;198;164.4;35.6245;10.5735;203.4;1138;103.339;20.14;33.7;67.3726;58.1;31.54;796.407;14.12;110.3;470.548;52.4684;167.782;33.633;187.65;7.4289;2.7;258.16;91.4265;21.9;68.4;571.817;407.102;309.165;3577.17;5924.756;14.455;459.096;40.39;304.2;167.8;1.7045;150.967;1940.1606;61.32;2695.597;54.5;144.875;4.9017;100.8;520.545;5300;103.4;555.521;1736.913;72.55;4.796;3503.744;2.251;6.2711;505.601;343.329;21.6605;63.43;71.82;41.995;41.711;2111.949;3.955;221.5;53.54;527.213;1692.563;185.52;21.02;881.18;2695.144;16.5698;2.812;96.1;864.6;177.4778;1363.243;6.488;2627.922;3792.322;399.641;207;74.8742;683.867;253.397;18.595;28.3134;90.9;91.966;8.072;19.64;32.86;100.743;113;9.5779;709.051;64.0853;126.16;94.6;1772.68;108.75;8.775;4997.893;28.5935;22.29;11.59;138.397;48.58;112.05;124.8;6.241;6615.225;25.52;216.8;88.5515;3256.548;37.91;96.65;123.7;28.43;313.567;3111.252;150.55;88.72;2648.915;26.99;101.4968;580.8;129.6;15.234;81.8;41.133;32.42;590.829;40.28;12.24;3.324;126.936;103.55;21.0241;61.8199;15.15;39.89;215.683;144.266;594.2339;31.44;5.5819;22.5908;12.655;13.6038;62.85;35.32;9.453;91.6612;163.426;#N/A N/A;382.225;91.8;279.3;14.5252;39.72;24.41;187.8;573.787;21.28;57.4897;2339.549;885;144.9;9.376;11.814;20.4939;5076.675;85.68;168.2;875;64.7531;66.6;17.58;18.97;45.3427;35.34;24.63;72.06;46.835;18.9357;15.89;25.39;43.792;48.22;13.0614;84.1;443.3;13.73;130.9;126.696;203.098;2641;174.75;14.8247;22.72;252.969;85.4;102.45;1135;310.7;695.741;22.5654;2111.296;1496.337;591.81;22.395;139.762;68.32;94.5127;88.2319;122.8;82.42;3.1826;453.5;8.85;1601.505;2092.386;40.09;1818.224;142.986;259.021;136.4;97.5989;187.5;106.3;71.55;630.124;1176.057;1628.303;33.82;79.5361;503.944;409.998;8.1135;385.2;73.3548;1266.656;14.874;5.81;520.923;4953.074;22.51;1012.782;101.6138;1831.116;73.1;916.846;590.956;285;201.6;763.043;71.3422;9.7231;417.477;445.747;26.68;109.2;1.8662;194.05;5248.56;105.765;24.4467;331.184;623.043;603.6;3106.611;13.915;366.482;59.2421;94.683;465.69;46.8274;207.79;96.84;50.44;190.9379;4.105;49.27;131.8;11.8;2.72853;46.3145;103.5741;799.213;10.35;108;255.785;17.485;48.68;29.5242;24.45;165.714;76300;56.599;35.614;315.8;312;7225.1231;59.96;5284.561;263.2;323.4;252.209;46.93;7138;2.5096;8.0004;340.2;1778.556;29.0227;114.8;494.913;224.926;104.05;22.56;1639.666;#N/A N/A;33.74;367.882;82.75;200.479;88.56;11.5834;166.825;193.265;13.858;194.8;219.1;68.83;45.1;99.3;29.4634;550;8.89;768.936;31.22;121;2351.55;34.2317;4.4155;86.92;316.754;24.7632;5564.87;317.5;2.534;1112.5;11.17;109.612;42.7;239.8;13.5338;76.3;29.62;101.0707;532.2;26.3;55.275;74.55;101.4605;694.4;35.22;652.983;5.256;91.8428;38.239;237.036;699.097;851.696;24.7817;1356.862;#N/A N/A;15.8266;13.742;1898.203;763.527;112.2;8.408;47.3124;52.5;38.2366;33.82;133.699;127.6;45.2188;6244.898;19.901;461.7;202.993;118.1742;26.8573;37.0349;17.8488;1806.833;13.6978;62.75;99.2;153.3502;4415.896;177.375;592.608;562.36;52.996;263;293.566;873.435;550.971;369.038;43.5398;22.33;9.5539;10.555;276.2;0.9969;120.35;373.665;39.1544;73.68;3.9396;150.75;111.14;16.03;191.471;74.24;238.9;211.8;484.3;37.42;15.72;2895.356;85.8;159.4;13.7;12.115;733.2;31.6876;14.305;687.187;2544;93.98;35.28;104.28;259.754;10.3;150.35;636;148.8;157.4;153;24.6594;266.964;460.5;311.343;1436.091;1937.709;1640.085;167.7;170.8;86.18;214.1723;100.6536;15.5351;365.2;4.026;81.05;8439.316;70.65;96.42;4.46;168.3;1024.308;664.174;676.53;65.04;9.736;1014.921;13.999;821;72.06;101.3;1889.731;102;138.55;415;2538.543;83.8;691.316;268.923;237.2;6.911;21;178.054;121.573;38.9154;168.75;10.978;170.5;221.404;0.4545;12.135;78.2;202.692;47.8293;266.6;372.4;1246.295;129.15;5.3151;208.82;226.133;722.6;151.709;26.04;71.08;2.378;11.625;67.84;10.43;706.451;20.46;258.9;4741.318;27.0709;25.37;52.5576;22.8;130.872;32.33;923.491;749.435;110.7;21.12;2038.541;45.1;20.65;138.1;24.25;182.05;47.65;126.869;23.153;136.45;144.66;36.6;544.8;144.961;19.9143;1463.649;402.747;20.02;61.5837;54.15;911.936;13.012;4658.528;388;35.28;328
2019-06-05;40.84;1.482;165;1864.632;30.73;18.805;2527.489;73.53;18.625;33.5;10.415;135.3;35.9744;19.7404;55.16;2024.241;152.3699;257.4;701;82.5659;169.75;8.118;85.85;774.677;3.9829;44.1;1876.645;103.8182;3.734;118.7;77.32;228.962;77.7662;58.34;197;165.2;35.9379;10.9225;202.3;1195;103.339;20.3;33.84;67.9473;58.3;32.08;789.875;14.07;107.4;467.819;52.31;168.3;33.301;189.9;7.4907;2.702;259.746;94.2975;22.47;69.4;579.913;400.086;309.165;3755.336;5897.047;14.395;457.13;40.52;305.2;169.7;1.6665;149.399;1927.3184;61.06;2686.574;53.98;146.146;4.8724;102.6;531.633;5350;104.6;557.01;1730.932;73.55;4.814;3570.397;2.262;6.2963;513.468;343.427;21.6991;63.02;71.7;41.73;41.584;2140.731;3.979;219.95;53.3;520.436;1705.755;185.474;21.42;896.81;2733.022;16.4482;2.713;98.08;864.6;178.8567;1355.514;6.348;2681.572;3784.511;408.041;209.8;75.9463;683.867;256.929;18.54;29.0604;91.4;92.376;8.034;19.61;32.1;101.641;114.2;9.7004;709.051;64.709;124;95.6;1782.114;107.75;8.81;5042.517;28.4941;22.2;11.66;138.943;48.05;112.05;125.25;6.138;6748.204;25.76;216.8;88.6309;3294.07;38.6;97.3;126.9;28.48;314.641;3198.669;151.15;87.26;2726.241;27.075;101.4471;580.8;132.4;15.296;83.34;41.416;32.57;591.61;41.34;12.3827;3.344;125.05;105.9;21.4482;63.4;15.59;40.26;214.898;141.477;594.2339;31.53;5.5985;23.0202;12.945;13.4582;63.5;34.95;9.593;91.483;162.843;#N/A N/A;380.24;91.74;282.9;14.7972;40.28;24.13;186.6;577.756;21.77;57.4103;2348.415;903.6;146.3;9.37;11.7;20.6613;5129.742;85.78;171;877.5;65.585;66.36;17.49;19.065;45.0114;35.4;24.66;73.38;46.69;18.5997;15.76;25.38;43.575;48.62;13.0614;84.76;450.5;13.96;135.25;128.3604;204.371;2684;172.95;14.696;22.42;250.747;86.4;103.4;1135;310.7;705.882;22.5654;2154.303;1493.599;606.362;22.626;141.837;67.76;95.4663;89.1257;123.2;82.32;3.2176;457;8.63;1589.075;1950.171;40.33;1835.587;143.961;264.441;137.7;98.592;184;106.4;70.2;628.762;1199.617;1652.132;33.53;80.0258;506.328;415.045;8.2555;387;74.4236;1291.738;14.958;5.858;530.641;4986.856;22.805;1018.09;102.2578;1852.847;73.6;926.101;595.392;291.2;203.2;770.772;73.9247;9.6334;418.866;444.039;26.8;110.3;1.85;194.05;5347.927;105.519;24.5057;335.66;625.436;594.4;3047.317;14.215;367.069;58.8087;95.37;468.62;46.9547;207.031;93.52;50.26;191.2484;4.095;49.32;132.8;12;2.79052;47.3512;104.3724;811.493;10.35;109.05;254.806;17.525;49.29;29.8141;24.79;168.588;76800;56.521;36.095;316.8;321.4;7111.0683;60.5;5318.462;263.2;329;248.153;46;7138;2.4907;8.0654;347.56;1823.145;29.0325;116.5;498.382;225.415;104.75;22.9;1643.109;#N/A N/A;34.5;371.155;83;199.306;88.66;11.6918;167.47;192.187;13.51;197.95;218.4;68.43;45.833;100.36;29.3253;554;8.952;786.318;31.49;123.1;2242.406;33.9292;4.3853;87.24;316.754;24.9277;5671.738;317.5;2.53;1139.5;11.22;107.754;41.96;242.2;13.622;75.84;29.58;101.0707;532.2;26.11;54.91;74.75;102.4;710.8;35.325;662.831;5.178;91.0718;38.2583;237.036;705.642;855.247;25.1841;1362.371;#N/A N/A;15.7924;13.811;1913.343;770.476;113.1;8.3496;47.0449;53.7;38.4227;34.6;135.238;128.8;45.8334;6254.78;19.997;461.7;199.275;120.0376;26.9299;37.5187;18.2095;1832.652;13.6088;63.6;99.92;155.9992;4334.404;185.676;602.956;561.465;52.6494;263.8;293.665;877.41;553.337;373.821;44.4686;22.63;9.5635;10.5;283.5;0.9816;120.75;368.3;39.1445;73.71;3.9104;152.05;111.96;15.815;191.187;73.8;239.8;214.9;488.3;37.22;15.8;2863.767;85.98;161.2;13.785;12.32;757;32.0525;14.28;696.904;2577;92.82;35.4;104.48;259.754;10.28;151.6;636;149.5;160.45;152.5;24.7584;265.507;462;315.7;1439.032;1952.352;1661.45;164.55;171.4;85;215.3572;102.814;15.5747;361.2;4.076;81.85;8499.063;71;96.8;4.4648;170.8;1032.31;661.2;679.1;65.4;9.486;1021.292;13.8553;835.4;72.3;100.55;1911.727;103.55;137.9;417.4;2541.514;85.36;698.806;268.824;241.4;6.9837;21.36;179.033;123.366;39.1392;173.1;10.6174;174.7;223.754;0.4505;11.835;76.8;197.39;47.297;272.4;372.4;1263.083;127.15;5.3669;208.82;225.243;716.4;154.541;25.89;70.44;2.35;11.655;68.56;10.07;713.367;20.6;263.9;4784.157;26.9032;25.72;52.7545;22.59;132.695;32.26;939.832;768.476;111.8;20.82;2032.58;45.22;20.99;139.9;24.52;181.5;47.72;126.318;22.713;135.45;142.78;36.9;544.8;148.606;20.2286;1453.279;390.761;20.32;62.5777;58.05;909.49;12.5971;4670.435;391.6;36.07;329
