DATE;TICKER
01/01/2016;BET LN
01/01/2016;BEZ LN
01/01/2016;BG/ LN
01/01/2016;BHP LN
01/01/2016;BILL SS
01/01/2016;BION SE
01/01/2016;BIRG ID
01/01/2016;BKG LN
01/01/2016;BKIA SQ
01/01/2016;BKT SQ
01/01/2016;BLND LN
01/01/2016;BME LN
01/01/2016;BME SQ
01/01/2016;BMPS IM
01/01/2016;BMW GY
01/01/2016;BN FP
01/01/2016;BNP FP
01/01/2016;BNR GY
01/01/2016;BNZL LN
01/01/2016;BOK LN
01/01/2016;BOKA NA
01/01/2016;BOL FP
01/01/2016;BOL SS
01/01/2016;BOSS GY
01/01/2016;BP IM
01/01/2016;BP/ LN
01/01/2016;BPE IM
01/01/2016;BPOST BB
01/01/2016;BPSO IM
01/01/2016;BRBY LN
01/01/2016;BRSN LN
01/01/2016;BT/A LN
01/01/2016;BTG LN
01/01/2016;BVI FP
01/01/2016;BVIC LN
01/01/2016;BWY LN
01/01/2016;CA FP
01/01/2016;CABK SQ
01/01/2016;CAP FP
01/01/2016;CAPC LN
01/01/2016;CARLB DC
01/01/2016;CAST SS
01/01/2016;CBG LN
01/01/2016;CBK GY
01/01/2016;CCH LN
01/01/2016;CCL LN
01/01/2016;CDI FP
01/01/2016;CEC GY
01/01/2016;CEZ CK
01/01/2016;CFR SW
01/01/2016;CHR DC
01/01/2016;CLLN LN
01/01/2016;CLN SW
01/01/2016;CLNX SQ
01/01/2016;CNA LN
01/01/2016;CNHI IM
01/01/2016;CNP FP
01/01/2016;CO FP
01/01/2016;COB LN
01/01/2016;COFB BB
01/01/2016;COLOB DC
01/01/2016;COLR BB
01/01/2016;CON GY
01/01/2016;COV FP
01/01/2016;CPG LN
01/01/2016;CPI LN
01/01/2016;CPR IM
01/01/2016;CRDA LN
01/01/2016;CRH ID
01/01/2016;CS FP
01/01/2016;CSGN SW
01/01/2016;CWC LN
01/01/2016;DAI GY
01/01/2016;DANSKE DC
01/01/2016;DB1 GY
01/01/2016;DBK GY
01/01/2016;DC/ LN
01/01/2016;DCC LN
01/01/2016;DEC FP
01/01/2016;DELB BB
01/01/2016;DEMANT DC
01/01/2016;DEQ GY
01/01/2016;DG FP
01/01/2016;DGE LN
01/01/2016;DIA SQ
01/01/2016;DKSH SE
01/01/2016;DLG GY
01/01/2016;DLG LN
01/01/2016;DLN LN
01/01/2016;DMGT LN
01/01/2016;DNB NO
01/01/2016;DOKA SE
01/01/2016;DOM LN
01/01/2016;DPW GY
01/01/2016;DRX LN
01/01/2016;DSM NA
01/01/2016;DSV DC
01/01/2016;DSY FP
01/01/2016;DTE GY
01/01/2016;DUE GY
01/01/2016;DUFN SW
01/01/2016;DWNI GY
01/01/2016;EBS AV
01/01/2016;EDEN FP
01/01/2016;EDF FP
01/01/2016;EDP PL
01/01/2016;EGPW IM
01/01/2016;EKTAB SS
01/01/2016;EL FP
01/01/2016;ELE SQ
01/01/2016;ELISA FH
01/01/2016;ELM LN
01/01/2016;ELUXB SS
01/01/2016;EMG LN
01/01/2016;EMSN SE
01/01/2016;EN FP
01/01/2016;ENEL IM
01/01/2016;ENG SQ
01/01/2016;ENGI FP
01/01/2016;ENI IM
01/01/2016;EO FP
01/01/2016;EOAN GY
01/01/2016;EQNR NO
01/01/2016;ERF FP
01/01/2016;ERICB SS
01/01/2016;ESNT LN
01/01/2016;ETL FP
01/01/2016;EVK GY
01/01/2016;EXO IM
01/01/2016;EXPN LN
01/01/2016;EZJ LN
01/01/2016;FCA IM
01/01/2016;FER SQ
01/01/2016;FERG LN
01/01/2016;FGP LN
01/01/2016;FGR FP
01/01/2016;FHZN SE
01/01/2016;FINGB SS
01/01/2016;FI-N SE
01/01/2016;FLS DC
01/01/2016;FLTR ID
01/01/2016;FME GY
01/01/2016;FNTN GY
01/01/2016;FORTUM FH
01/01/2016;FP FP
01/01/2016;FPE3 GY
01/01/2016;FR FP
01/01/2016;FRA GY
01/01/2016;FRAS LN
01/01/2016;FRE GY
01/01/2016;FRES LN
01/01/2016;G IM
01/01/2016;G1A GY
01/01/2016;GALP PL
01/01/2016;GAM SE
01/01/2016;GBF GY
01/01/2016;GBLB BB
01/01/2016;GEBN SW
01/01/2016;GET FP
01/01/2016;GETIB SS
01/01/2016;GFC FP
01/01/2016;GFS LN
01/01/2016;GFTU LN
01/01/2016;GIVN SW
01/01/2016;GJF NO
01/01/2016;GKN LN
01/01/2016;GLB ID
01/01/2016;GLE FP
01/01/2016;GLEN LN
01/01/2016;GMAB DC
01/01/2016;GN DC
01/01/2016;GNK LN
01/01/2016;GPOR LN
01/01/2016;GRF SQ
01/01/2016;GSK LN
01/01/2016;GTO NA
01/01/2016;GXI GY
01/01/2016;HAS LN
01/01/2016;HEI GY
01/01/2016;HEIA NA
01/01/2016;HEIO NA
01/01/2016;HELN SE
01/01/2016;HEN3 GY
01/01/2016;HEXAB SS
01/01/2016;HGG LN
01/01/2016;HIK LN
01/01/2016;HL/ LN
01/01/2016;HLMA LN
01/01/2016;HMB SS
01/01/2016;HMSO LN
01/01/2016;HNR1 GY
01/01/2016;HO FP
01/01/2016;HPOLB SS
01/01/2016;HSBA LN
01/01/2016;HSX LN
01/01/2016;HTO GA
01/01/2016;HUH1V FH
01/01/2016;HUSQB SS
01/01/2016;HWDN LN
01/01/2016;IAG LN
01/01/2016;IAP LN
01/01/2016;IBE SQ
01/01/2016;ICA SS
01/01/2016;ICAD FP
01/01/2016;ICP LN
01/01/2016;IFX GY
01/01/2016;IGG LN
01/01/2016;IHG LN
01/01/2016;IIA AV
01/01/2016;III LN
01/01/2016;ILD FP
01/01/2016;IMB LN
01/01/2016;IMI LN
01/01/2016;INCH LN
01/01/2016;INDUA SS
01/01/2016;INDV LN
01/01/2016;INF LN
01/01/2016;ING FP
01/01/2016;INGA NA
01/01/2016;INTRUM SS
01/01/2016;INTU LN
01/01/2016;INVEB SS
01/01/2016;INVP LN
01/01/2016;ISAT LN
01/01/2016;ISP IM
01/01/2016;ISS DC
01/01/2016;ITRK LN
01/01/2016;ITV LN
01/01/2016;ITX SQ
01/01/2016;JE/ LN
01/01/2016;JM SS
01/01/2016;JMAT LN
01/01/2016;JMT PL
01/01/2016;JUP LN
01/01/2016;JYSK DC
01/01/2016;KBC BB
01/01/2016;KD8 GY
01/01/2016;KER FP
01/01/2016;KESKOB FH
01/01/2016;KGF LN
01/01/2016;KGX GY
01/01/2016;KINDSDB SS
01/01/2016;KINVB SS
01/01/2016;KN FP
01/01/2016;KNEBV FH
01/01/2016;KNIN SW
01/01/2016;KOMB CK
01/01/2016;KPN NA
01/01/2016;KSP ID
01/01/2016;KYG ID
01/01/2016;LAND LN
01/01/2016;LDO IM
01/01/2016;LEG GY
01/01/2016;LGEN LN
01/01/2016;LHA GY
01/01/2016;LHN SW
01/01/2016;LI FP
01/01/2016;LLOY LN
01/01/2016;LNA GY
01/01/2016;LOGN SW
01/01/2016;LONN SW
01/01/2016;LR FP
01/01/2016;LRE LN
01/01/2016;LSE LN
01/01/2016;LUPE SS
01/01/2016;LUX IM
01/01/2016;LXS GY
01/01/2016;MAERSKB DC
01/01/2016;MAN GY
01/01/2016;MAP SQ
01/01/2016;MB IM
01/01/2016;MC FP
01/01/2016;MCRO LN
01/01/2016;MEDAA SS
01/01/2016;MERL LN
01/01/2016;METSO FH
01/01/2016;MF FP
01/01/2016;MGGT LN
01/01/2016;MKS LN
01/01/2016;ML FP
01/01/2016;MMB FP
01/01/2016;MNDI LN
01/01/2016;MONY LN
01/01/2016;MOR GY
01/01/2016;MOWI NO
01/01/2016;MRK GY
01/01/2016;MRL SQ
01/01/2016;MRO LN
01/01/2016;MRW LN
01/01/2016;MS IM
01/01/2016;MT NA
01/01/2016;MTX GY
01/01/2016;MUV2 GY
01/01/2016;NCCB SS
01/01/2016;NDA SS
01/01/2016;NESN SW
01/01/2016;NESTE FH
01/01/2016;NG/ LN
01/01/2016;NHY NO
01/01/2016;NIBEB SS
01/01/2016;NK FP
01/01/2016;NN NA
01/01/2016;NOKIA FH
01/01/2016;NOVN SW
01/01/2016;NOVOB DC
01/01/2016;NTGY SQ
01/01/2016;NXT LN
01/01/2016;NZYMB DC
01/01/2016;O2D GY
01/01/2016;OCDO LN
01/01/2016;OCI NA
01/01/2016;OERL SE
01/01/2016;OML LN
01/01/2016;OMV AV
01/01/2016;OPAP GA
01/01/2016;OR FP
01/01/2016;ORA FP
01/01/2016;ORK NO
01/01/2016;ORNBV FH
01/01/2016;ORP FP
01/01/2016;OSR GY
01/01/2016;PAGE LN
01/01/2016;PAH3 GY
01/01/2016;PARG SE
01/01/2016;PFC LN
01/01/2016;PFG LN
01/01/2016;PGHN SW
01/01/2016;PHIA NA
01/01/2016;PHNX LN
01/01/2016;PMI IM
01/01/2016;PNDORA DC
01/01/2016;PNL NA
01/01/2016;PNN LN
01/01/2016;POP SQ
01/01/2016;PROX BB
01/01/2016;PRU LN
01/01/2016;PRY IM
01/01/2016;PSM GY
01/01/2016;PSN LN
01/01/2016;PSON LN
01/01/2016;PSPN SE
01/01/2016;PTEC LN
01/01/2016;PUB FP
01/01/2016;QIA GY
01/01/2016;QQ/ LN
01/01/2016;RAND NA
01/01/2016;RB/ LN
01/01/2016;RBI AV
01/01/2016;RBS LN
01/01/2016;RDSA NA
01/01/2016;REC IM
01/01/2016;REE SQ
01/01/2016;REL LN
01/01/2016;RENT NA
01/01/2016;REP SQ
01/01/2016;REX LN
01/01/2016;RF FP
01/01/2016;RGU LN
01/01/2016;RHM GY
01/01/2016;RI FP
01/01/2016;RIO LN
01/01/2016;RMG LN
01/01/2016;RMS FP
01/01/2016;RMV LN
01/01/2016;RNO FP
01/01/2016;ROG SW
01/01/2016;ROR LN
01/01/2016;RPC LN
01/01/2016;RR/ LN
01/01/2016;RRS LN
01/01/2016;RRTL GY
01/01/2016;RSA LN
01/01/2016;RTN LN
01/01/2016;RTO LN
01/01/2016;RUI FP
01/01/2016;RWE GY
01/01/2016;RXL FP
01/01/2016;RYA ID
01/01/2016;SAB LN
01/01/2016;SAB SQ
01/01/2016;SAF FP
01/01/2016;SAMPO FH
01/01/2016;SAN FP
01/01/2016;SAN SQ
01/01/2016;SAND SS
01/01/2016;SAP GY
01/01/2016;SAZ GY
01/01/2016;SBMO NA
01/01/2016;SBRY LN
01/01/2016;SCAB SS
01/01/2016;SCHA NO
01/01/2016;SCHP SW
01/01/2016;SCMN SW
01/01/2016;SCR FP
01/01/2016;SDF GY
01/01/2016;SDR LN
01/01/2016;SEBA SS
01/01/2016;SECUB SS
01/01/2016;SESG FP
01/01/2016;SEV FP
01/01/2016;SFR FP
01/01/2016;SGC LN
01/01/2016;SGE LN
01/01/2016;SGO FP
01/01/2016;SGRE SQ
01/01/2016;SGRO LN
01/01/2016;SGSN SW
01/01/2016;SHB LN
01/01/2016;SHBA SS
01/01/2016;SHP LN
01/01/2016;SIE GY
01/01/2016;SIG LN
01/01/2016;SIKA SW
01/01/2016;SK FP
01/01/2016;SKAB SS
01/01/2016;SKFB SS
01/01/2016;SKG ID
01/01/2016;SKY LN
01/01/2016;SLA LN
01/01/2016;SLHN SW
01/01/2016;SMDS LN
01/01/2016;SMIN LN
01/01/2016;SMWH LN
01/01/2016;SN/ LN
01/01/2016;SOBI SS
01/01/2016;SOLB BB
01/01/2016;SOON SW
01/01/2016;SPM IM
01/01/2016;SPR GY
01/01/2016;SPSN SE
01/01/2016;SPX LN
01/01/2016;SRCG SE
01/01/2016;SREN SW
01/01/2016;SRG IM
01/01/2016;SSE LN
01/01/2016;STAN LN
01/01/2016;STERV FH
01/01/2016;STJ LN
01/01/2016;STM IM
01/01/2016;STMN SE
01/01/2016;SU FP
01/01/2016;SUBC NO
01/01/2016;SUN SE
01/01/2016;SVT LN
01/01/2016;SW FP
01/01/2016;SWEDA SS
01/01/2016;SWMA SS
01/01/2016;SXS LN
01/01/2016;SY1 GY
01/01/2016;SYDB DC
01/01/2016;SYNN SW
01/01/2016;TALK LN
01/01/2016;TATE LN
01/01/2016;TCG LN
01/01/2016;TCH FP
01/01/2016;TCY LN
01/01/2016;TDC DC
01/01/2016;TEC FP
01/01/2016;TEF SQ
01/01/2016;TEL NO
01/01/2016;TEL2B SS
01/01/2016;TELIA SS
01/01/2016;TEMN SE
01/01/2016;TEN IM
01/01/2016;TEP FP
01/01/2016;TFI FP
01/01/2016;TGS NO
01/01/2016;TIT IM
01/01/2016;TKA GY
01/01/2016;TL5 SQ
01/01/2016;TLW LN
01/01/2016;TNET BB
01/01/2016;TNTE NA
01/01/2016;TOP DC
01/01/2016;TPK LN
01/01/2016;TRELB SS
01/01/2016;TRN IM
01/01/2016;TRYG DC
01/01/2016;TSCO LN
01/01/2016;TUI LN
01/01/2016;TW/ LN
01/01/2016;TYRES FH
01/01/2016;UBI FP
01/01/2016;UBI IM
01/01/2016;UBM LN
01/01/2016;UBSG SW
01/01/2016;UCB BB
01/01/2016;UCG IM
01/01/2016;UG FP
01/01/2016;UHR SW
01/01/2016;UL NA
01/01/2016;ULE LN
01/01/2016;ULVR LN
01/01/2016;UMI BB
01/01/2016;UNAT NA
01/01/2016;UNI IM
01/01/2016;UPM FH
01/01/2016;US IM
01/01/2016;UTDI GY
01/01/2016;UU/ LN
01/01/2016;VCT LN
01/01/2016;VIE FP
01/01/2016;VIFN SW
01/01/2016;VIS SQ
01/01/2016;VIV FP
01/01/2016;VNA GY
01/01/2016;VOD LN
01/01/2016;VOE AV
01/01/2016;VOLVB SS
01/01/2016;VOW3 GY
01/01/2016;VPK NA
01/01/2016;VTY LN
01/01/2016;VWS DC
01/01/2016;WDI GY
01/01/2016;WEIR LN
01/01/2016;WG/ LN
01/01/2016;WHA NA
01/01/2016;WKL NA
01/01/2016;WMH LN
01/01/2016;WPP LN
01/01/2016;WRT1V FH
01/01/2016;WTB LN
01/01/2016;YAR NO
01/01/2016;ZAL GY
01/01/2016;ZC FP
01/01/2016;ZOT SQ
01/01/2016;ZURN SW
01/04/2016;AA/ LN
01/04/2016;AAL LN
01/04/2016;AALB NA
01/04/2016;ABBN SW
01/04/2016;ABE SQ
01/04/2016;ABF LN
01/04/2016;ABI BB
01/04/2016;AC FP
01/04/2016;ACA FP
01/04/2016;ACKB BB
01/04/2016;ACS SQ
01/04/2016;AD NA
01/04/2016;ADEN SW
01/04/2016;ADM LN
01/04/2016;ADN LN
01/04/2016;ADP FP
01/04/2016;ADS GY
01/04/2016;AENA SQ
01/04/2016;AF FP
01/04/2016;AGK LN
01/04/2016;AGN NA
01/04/2016;AGS BB
01/04/2016;AHT LN
01/04/2016;AI FP
01/04/2016;AIR FP
01/04/2016;AKE FP
01/04/2016;AKZA NA
01/04/2016;ALFA SS
01/04/2016;ALO FP
01/04/2016;ALPHA GA
01/04/2016;ALV GY
01/04/2016;AM FP
01/04/2016;AMEAS FH
01/04/2016;AMFW LN
01/04/2016;AMS SE
01/04/2016;AMS SQ
01/04/2016;ANDR AV
01/04/2016;ANTO LN
01/04/2016;ARL GY
01/04/2016;ARM LN
01/04/2016;ARYN SW
01/04/2016;ASM NA
01/04/2016;ASML NA
01/04/2016;ASSAB SS
01/04/2016;ATC NA
01/04/2016;ATCOA SS
01/04/2016;ATK LN
01/04/2016;ATL IM
01/04/2016;ATLN SW
01/04/2016;ATO FP
01/04/2016;AUTO LN
01/04/2016;AV/ LN
01/04/2016;AZM IM
01/04/2016;AZN LN
01/04/2016;BA/ LN
01/04/2016;BAB LN
01/04/2016;BAER SW
01/04/2016;BALN SW
01/04/2016;BARC LN
01/04/2016;BARN SE
01/04/2016;BAS GY
01/04/2016;BATS LN
01/04/2016;BAYN GY
01/04/2016;BB FP
01/04/2016;BBVA SQ
01/04/2016;BBY LN
01/04/2016;BCP PL
01/04/2016;BDEV LN
01/04/2016;BEI GY
01/04/2016;BEZ LN
01/04/2016;BHP LN
01/04/2016;BILL SS
01/04/2016;BION SE
01/04/2016;BIRG ID
01/04/2016;BKG LN
01/04/2016;BKIA SQ
01/04/2016;BKT SQ
01/04/2016;BLND LN
01/04/2016;BME LN
01/04/2016;BME SQ
01/04/2016;BMPS IM
01/04/2016;BMW GY
01/04/2016;BN FP
01/04/2016;BNP FP
01/04/2016;BNR GY
01/04/2016;BNZL LN
01/04/2016;BOK LN
01/04/2016;BOKA NA
01/04/2016;BOL FP
01/04/2016;BOL SS
01/04/2016;BOSS GY
01/04/2016;BP IM
01/04/2016;BP/ LN
01/04/2016;BPE IM
01/04/2016;BPOST BB
01/04/2016;BPSO IM
01/04/2016;BRBY LN
01/04/2016;BRSN LN
01/04/2016;BT/A LN
01/04/2016;BTG LN
01/04/2016;BVI FP
01/04/2016;BVIC LN
01/04/2016;BWY LN
01/04/2016;CA FP
01/04/2016;CABK SQ
01/04/2016;CAP FP
01/04/2016;CAPC LN
01/04/2016;CARLB DC
01/04/2016;CAST SS
01/04/2016;CBG LN
01/04/2016;CBK GY
01/04/2016;CCH LN
01/04/2016;CCL LN
01/04/2016;CDI FP
01/04/2016;CEC GY
01/04/2016;CEZ CK
01/04/2016;CFR SW
01/04/2016;CHR DC
01/04/2016;CLLN LN
01/04/2016;CLN SW
01/04/2016;CLNX SQ
01/04/2016;CNA LN
01/04/2016;CNHI IM
01/04/2016;CNP FP
01/04/2016;CO FP
01/04/2016;COB LN
01/04/2016;COFB BB
01/04/2016;COLOB DC
01/04/2016;COLR BB
01/04/2016;CON GY
01/04/2016;COV FP
01/04/2016;CPG LN
01/04/2016;CPI LN
01/04/2016;CPR IM
01/04/2016;CRDA LN
01/04/2016;CRH ID
01/04/2016;CS FP
01/04/2016;CSGN SW
01/04/2016;CWC LN
01/04/2016;DAI GY
01/04/2016;DANSKE DC
01/04/2016;DB1 GY
01/04/2016;DBK GY
01/04/2016;DC/ LN
01/04/2016;DCC LN
01/04/2016;DEC FP
01/04/2016;DELB BB
01/04/2016;DEMANT DC
01/04/2016;DEQ GY
01/04/2016;DG FP
01/04/2016;DGE LN
01/04/2016;DIA SQ
01/04/2016;DKSH SE
01/04/2016;DLG GY
01/04/2016;DLG LN
01/04/2016;DLN LN
01/04/2016;DMGT LN
01/04/2016;DNB NO
01/04/2016;DOKA SE
01/04/2016;DOM LN
01/04/2016;DPW GY
01/04/2016;DRX LN
01/04/2016;DSM NA
01/04/2016;DSV DC
01/04/2016;DSY FP
01/04/2016;DTE GY
01/04/2016;DUE GY
01/04/2016;DUFN SW
01/04/2016;DWNI GY
01/04/2016;EBS AV
01/04/2016;EDEN FP
01/04/2016;EDF FP
01/04/2016;EDP PL
01/04/2016;EGPW IM
01/04/2016;EKTAB SS
01/04/2016;EL FP
01/04/2016;ELE SQ
01/04/2016;ELISA FH
01/04/2016;ELM LN
01/04/2016;ELUXB SS
01/04/2016;EMG LN
01/04/2016;EMSN SE
01/04/2016;EN FP
01/04/2016;ENEL IM
01/04/2016;ENG SQ
01/04/2016;ENGI FP
01/04/2016;ENI IM
01/04/2016;ENX FP
01/04/2016;EO FP
01/04/2016;EOAN GY
01/04/2016;EQNR NO
01/04/2016;ERF FP
01/04/2016;ERICB SS
01/04/2016;ESNT LN
01/04/2016;ETL FP
01/04/2016;EUROB GA
01/04/2016;EVK GY
01/04/2016;EXO IM
01/04/2016;EXPN LN
01/04/2016;EZJ LN
01/04/2016;FABG SS
01/04/2016;FCA IM
01/04/2016;FER SQ
01/04/2016;FERG LN
01/04/2016;FGP LN
01/04/2016;FGR FP
01/04/2016;FHZN SE
01/04/2016;FINGB SS
01/04/2016;FI-N SE
01/04/2016;FLS DC
01/04/2016;FLTR ID
01/04/2016;FME GY
01/04/2016;FNTN GY
01/04/2016;FORTUM FH
01/04/2016;FP FP
01/04/2016;FPE3 GY
01/04/2016;FR FP
01/04/2016;FRA GY
01/04/2016;FRAS LN
01/04/2016;FRE GY
01/04/2016;FRES LN
01/04/2016;G IM
01/04/2016;G1A GY
01/04/2016;GALP PL
01/04/2016;GAM SE
01/04/2016;GBF GY
01/04/2016;GBLB BB
01/04/2016;GEBN SW
01/04/2016;GET FP
01/04/2016;GETIB SS
01/04/2016;GFC FP
01/04/2016;GFS LN
01/04/2016;GFTU LN
01/04/2016;GIVN SW
01/04/2016;GJF NO
01/04/2016;GKN LN
01/04/2016;GLB ID
01/04/2016;GLE FP
01/04/2016;GLEN LN
01/04/2016;GMAB DC
01/04/2016;GN DC
01/04/2016;GNK LN
01/04/2016;GPOR LN
01/04/2016;GRF SQ
01/04/2016;GSK LN
01/04/2016;GTO NA
01/04/2016;GXI GY
01/04/2016;HAS LN
01/04/2016;HEI GY
01/04/2016;HEIA NA
01/04/2016;HEIO NA
01/04/2016;HELN SE
01/04/2016;HEN3 GY
01/04/2016;HEXAB SS
01/04/2016;HGG LN
01/04/2016;HIK LN
01/04/2016;HL/ LN
01/04/2016;HLMA LN
01/04/2016;HMB SS
01/04/2016;HMSO LN
01/04/2016;HNR1 GY
01/04/2016;HO FP
01/04/2016;HPOLB SS
01/04/2016;HSBA LN
01/04/2016;HSX LN
01/04/2016;HTO GA
01/04/2016;HUH1V FH
01/04/2016;HUSQB SS
01/04/2016;HWDN LN
01/04/2016;IAG LN
01/04/2016;IAP LN
01/04/2016;IBE SQ
01/04/2016;ICA SS
01/04/2016;ICAD FP
01/04/2016;ICP LN
01/04/2016;IFX GY
01/04/2016;IGG LN
01/04/2016;IHG LN
01/04/2016;IIA AV
01/04/2016;III LN
01/04/2016;ILD FP
01/04/2016;IMB LN
01/04/2016;IMI LN
01/04/2016;INCH LN
01/04/2016;INDUA SS
01/04/2016;INDV LN
01/04/2016;INF LN
01/04/2016;ING FP
01/04/2016;INGA NA
01/04/2016;INTRUM SS
01/04/2016;INTU LN
01/04/2016;INVEB SS
01/04/2016;INVP LN
01/04/2016;ISAT LN
01/04/2016;ISP IM
01/04/2016;ISS DC
01/04/2016;IT IM
01/04/2016;ITRK LN
01/04/2016;ITV LN
01/04/2016;ITX SQ
01/04/2016;JE/ LN
01/04/2016;JM SS
01/04/2016;JMAT LN
01/04/2016;JMT PL
01/04/2016;JUP LN
01/04/2016;JYSK DC
01/04/2016;KBC BB
01/04/2016;KD8 GY
01/04/2016;KER FP
01/04/2016;KESKOB FH
01/04/2016;KGF LN
01/04/2016;KGX GY
01/04/2016;KINDSDB SS
01/04/2016;KINVB SS
01/04/2016;KN FP
01/04/2016;KNEBV FH
01/04/2016;KNIN SW
01/04/2016;KOMB CK
01/04/2016;KPN NA
01/04/2016;KSP ID
01/04/2016;KYG ID
01/04/2016;LAND LN
01/04/2016;LDO IM
01/04/2016;LEG GY
01/04/2016;LGEN LN
01/04/2016;LHA GY
01/04/2016;LHN SW
01/04/2016;LI FP
01/04/2016;LLOY LN
01/04/2016;LNA GY
01/04/2016;LOGN SW
01/04/2016;LONN SW
01/04/2016;LR FP
01/04/2016;LRE LN
01/04/2016;LSE LN
01/04/2016;LUPE SS
01/04/2016;LUX IM
01/04/2016;LXS GY
01/04/2016;MAERSKB DC
01/04/2016;MAN GY
01/04/2016;MAP SQ
01/04/2016;MB IM
01/04/2016;MC FP
01/04/2016;MCRO LN
01/04/2016;MEDAA SS
01/04/2016;MERL LN
01/04/2016;METSO FH
01/04/2016;MF FP
01/04/2016;MGGT LN
01/04/2016;MKS LN
01/04/2016;ML FP
01/04/2016;MMB FP
01/04/2016;MNDI LN
01/04/2016;MONY LN
01/04/2016;MOWI NO
01/04/2016;MRK GY
01/04/2016;MRL SQ
01/04/2016;MRW LN
01/04/2016;MS IM
01/04/2016;MT NA
01/04/2016;MTX GY
01/04/2016;MUV2 GY
01/04/2016;NCCB SS
01/04/2016;NDA SS
01/04/2016;NESN SW
01/04/2016;NESTE FH
01/04/2016;NG/ LN
01/04/2016;NHY NO
01/04/2016;NIBEB SS
01/04/2016;NK FP
01/04/2016;NN NA
01/04/2016;NOKIA FH
01/04/2016;NOVN SW
01/04/2016;NOVOB DC
01/04/2016;NTGY SQ
01/04/2016;NXT LN
01/04/2016;NZYMB DC
01/04/2016;O2D GY
01/04/2016;OCDO LN
01/04/2016;OCI NA
01/04/2016;OERL SE
01/04/2016;OML LN
01/04/2016;OMV AV
01/04/2016;ONTEX BB
01/04/2016;OPAP GA
01/04/2016;OR FP
01/04/2016;ORA FP
01/04/2016;ORK NO
01/04/2016;ORNBV FH
01/04/2016;ORP FP
01/04/2016;OSR GY
01/04/2016;PAGE LN
01/04/2016;PAH3 GY
01/04/2016;PARG SE
01/04/2016;PFC LN
01/04/2016;PFG LN
01/04/2016;PGHN SW
01/04/2016;PHIA NA
01/04/2016;PHNX LN
01/04/2016;PMI IM
01/04/2016;PNDORA DC
01/04/2016;PNL NA
01/04/2016;PNN LN
01/04/2016;POM FP
01/04/2016;POP SQ
01/04/2016;PROX BB
01/04/2016;PRU LN
01/04/2016;PRY IM
01/04/2016;PSM GY
01/04/2016;PSN LN
01/04/2016;PSON LN
01/04/2016;PSPN SE
01/04/2016;PST IM
01/04/2016;PTEC LN
01/04/2016;PUB FP
01/04/2016;QIA GY
01/04/2016;QQ/ LN
01/04/2016;RACE IM
01/04/2016;RAND NA
01/04/2016;RB/ LN
01/04/2016;RBI AV
01/04/2016;RBS LN
01/04/2016;RDSA NA
01/04/2016;REC IM
01/04/2016;REE SQ
01/04/2016;REL LN
01/04/2016;RENT NA
01/04/2016;REP SQ
01/04/2016;REX LN
01/04/2016;RF FP
01/04/2016;RGU LN
01/04/2016;RHM GY
01/04/2016;RI FP
01/04/2016;RIO LN
01/04/2016;RMG LN
01/04/2016;RMS FP
01/04/2016;RMV LN
01/04/2016;RNO FP
01/04/2016;ROG SW
01/04/2016;ROR LN
01/04/2016;RPC LN
01/04/2016;RR/ LN
01/04/2016;RRS LN
01/04/2016;RRTL GY
01/04/2016;RSA LN
01/04/2016;RTN LN
01/04/2016;RTO LN
01/04/2016;RUI FP
01/04/2016;RWE GY
01/04/2016;RXL FP
01/04/2016;RYA ID
01/04/2016;SAB LN
01/04/2016;SAB SQ
01/04/2016;SAF FP
01/04/2016;SAMPO FH
01/04/2016;SAN FP
01/04/2016;SAN SQ
01/04/2016;SAND SS
01/04/2016;SAP GY
01/04/2016;SAZ GY
01/04/2016;SBMO NA
01/04/2016;SBRY LN
01/04/2016;SCAB SS
01/04/2016;SCHA NO
01/04/2016;SCHP SW
01/04/2016;SCMN SW
01/04/2016;SCR FP
01/04/2016;SDF GY
01/04/2016;SDR LN
01/04/2016;SEBA SS
01/04/2016;SECUB SS
01/04/2016;SESG FP
01/04/2016;SEV FP
01/04/2016;SFR FP
01/04/2016;SGC LN
01/04/2016;SGE LN
01/04/2016;SGO FP
01/04/2016;SGRE SQ
01/04/2016;SGRO LN
01/04/2016;SGSN SW
01/04/2016;SHB LN
01/04/2016;SHBA SS
01/04/2016;SHP LN
01/04/2016;SIE GY
01/04/2016;SIG LN
01/04/2016;SIKA SW
01/04/2016;SK FP
01/04/2016;SKAB SS
01/04/2016;SKFB SS
01/04/2016;SKG ID
01/04/2016;SKY LN
01/04/2016;SLA LN
01/04/2016;SLHN SW
01/04/2016;SMDS LN
01/04/2016;SMIN LN
01/04/2016;SMWH LN
01/04/2016;SN/ LN
01/04/2016;SNH GY
01/04/2016;SOBI SS
01/04/2016;SOLB BB
01/04/2016;SOON SW
01/04/2016;SPR GY
01/04/2016;SPSN SE
01/04/2016;SPX LN
01/04/2016;SRCG SE
01/04/2016;SREN SW
01/04/2016;SRG IM
01/04/2016;SRT3 GY
01/04/2016;SSE LN
01/04/2016;STAN LN
01/04/2016;STERV FH
01/04/2016;STJ LN
01/04/2016;STM IM
01/04/2016;STMN SE
01/04/2016;SU FP
01/04/2016;SUBC NO
01/04/2016;SVT LN
01/04/2016;SW FP
01/04/2016;SWEDA SS
01/04/2016;SWMA SS
01/04/2016;SXS LN
